State/UT,Commodity Group,Commodity,Date,Arrival Quantity,Arrival Unit,Modal Price,Price Unit
Punjab,Vegetables,Onion,2025-12-06,682.8,Metric Tonnes,1469.74,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-07,435.0,Metric Tonnes,1786.79,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-08,1637.26,Metric Tonnes,1229.23,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-09,1260.87,Metric Tonnes,1388.22,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-10,1038.96,Metric Tonnes,1520.9,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-11,436.72,Metric Tonnes,1432.33,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-12,924.76,Metric Tonnes,1535.65,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-13,426.63,Metric Tonnes,1382.21,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-14,428.67,Metric Tonnes,1504.32,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-15,1132.26,Metric Tonnes,1469.1,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-16,1310.43,Metric Tonnes,1746.42,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-17,926.23,Metric Tonnes,1693.29,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-18,943.87,Metric Tonnes,1775.4,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-19,924.94,Metric Tonnes,1794.77,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-20,643.79,Metric Tonnes,1765.14,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-21,43.13,Metric Tonnes,1704.87,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-22,1106.3,Metric Tonnes,1690.55,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-23,1102.74,Metric Tonnes,1771.88,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-24,819.12,Metric Tonnes,1772.11,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-25,917.94,Metric Tonnes,1680.68,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-26,1127.27,Metric Tonnes,1645.45,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-27,676.68,Metric Tonnes,1812.91,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-28,95.7,Metric Tonnes,1726.96,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-29,666.65,Metric Tonnes,1824.06,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-30,921.38,Metric Tonnes,1916.42,Rs./Quintal
Punjab,Vegetables,Onion,2025-12-31,1010.08,Metric Tonnes,1908.36,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-01,639.46,Metric Tonnes,1694.72,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-02,883.47,Metric Tonnes,1895.73,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-03,881.92,Metric Tonnes,1952.68,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-04,45.33,Metric Tonnes,1699.21,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-05,1126.39,Metric Tonnes,1942.18,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-06,1346.25,Metric Tonnes,1816.47,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-07,1057.26,Metric Tonnes,1845.61,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-08,936.45,Metric Tonnes,1867.62,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-09,943.37,Metric Tonnes,1857.81,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-10,829.07,Metric Tonnes,1832.35,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-11,30.36,Metric Tonnes,1849.19,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-12,1234.15,Metric Tonnes,1753.95,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-13,1295.84,Metric Tonnes,1762.73,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-14,980.1,Metric Tonnes,1919.47,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-15,1110.08,Metric Tonnes,1790.64,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-16,982.4,Metric Tonnes,1811.12,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-17,726.83,Metric Tonnes,1916.27,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-18,49.2,Metric Tonnes,1709.63,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-19,1054.64,Metric Tonnes,1715.22,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-20,1260.6,Metric Tonnes,1678.0,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-21,900.42,Metric Tonnes,1859.64,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-22,1062.26,Metric Tonnes,1848.28,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-23,739.59,Metric Tonnes,1787.03,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-24,855.79,Metric Tonnes,1863.33,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-25,24.5,Metric Tonnes,1844.29,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-26,1121.91,Metric Tonnes,1717.36,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-27,1123.16,Metric Tonnes,1876.67,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-28,866.66,Metric Tonnes,1662.01,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-29,813.33,Metric Tonnes,1750.87,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-30,1104.8,Metric Tonnes,1825.8,Rs./Quintal
Punjab,Vegetables,Onion,2026-01-31,880.44,Metric Tonnes,1924.71,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-01,22.21,Metric Tonnes,1722.92,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-02,1262.75,Metric Tonnes,1863.93,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-03,1087.62,Metric Tonnes,1755.46,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-04,1460.28,Metric Tonnes,1722.93,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-05,1054.12,Metric Tonnes,1655.38,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-06,1199.73,Metric Tonnes,1670.39,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-07,788.17,Metric Tonnes,1818.74,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-08,46.67,Metric Tonnes,1813.16,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-09,1361.02,Metric Tonnes,1542.17,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-10,1509.07,Metric Tonnes,1581.14,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-11,1072.93,Metric Tonnes,1654.92,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-12,746.27,Metric Tonnes,1437.86,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-13,5445.77,Metric Tonnes,803.42,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-14,785.71,Metric Tonnes,1704.7,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-15,33.38,Metric Tonnes,1680.05,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-16,1138.9,Metric Tonnes,1725.01,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-17,1201.82,Metric Tonnes,1624.35,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-18,1333.37,Metric Tonnes,1666.44,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-19,1188.08,Metric Tonnes,1636.32,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-20,1229.26,Metric Tonnes,1682.48,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-21,1115.47,Metric Tonnes,1715.9,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-22,30.33,Metric Tonnes,1694.2,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-23,1224.27,Metric Tonnes,1640.78,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-24,1140.32,Metric Tonnes,1686.7,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-25,1305.14,Metric Tonnes,1642.28,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-26,1237.05,Metric Tonnes,1628.57,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-27,1235.4,Metric Tonnes,1648.09,Rs./Quintal
Punjab,Vegetables,Onion,2026-02-28,847.1,Metric Tonnes,1711.06,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-01,34.56,Metric Tonnes,1669.04,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-02,1417.56,Metric Tonnes,1549.3,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-03,1044.27,Metric Tonnes,1291.22,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-04,1391.93,Metric Tonnes,1580.1,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-05,1136.08,Metric Tonnes,1598.79,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-06,1242.17,Metric Tonnes,1566.11,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-07,885.85,Metric Tonnes,1687.83,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-08,30.6,Metric Tonnes,1771.73,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-09,1290.05,Metric Tonnes,1534.14,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-10,1225.51,Metric Tonnes,1366.46,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-11,1127.71,Metric Tonnes,1440.83,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-12,1201.71,Metric Tonnes,1359.24,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-13,1131.31,Metric Tonnes,1382.5,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-14,924.68,Metric Tonnes,1537.77,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-15,37.65,Metric Tonnes,1633.74,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-16,1693.38,Metric Tonnes,1296.72,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-17,1675.89,Metric Tonnes,1332.71,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-18,1556.92,Metric Tonnes,1383.86,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-19,1386.25,Metric Tonnes,1314.48,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-20,1350.97,Metric Tonnes,1312.46,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-21,398.48,Metric Tonnes,1321.08,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-22,36.82,Metric Tonnes,1581.07,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-23,1219.88,Metric Tonnes,1330.22,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-24,1297.37,Metric Tonnes,1305.01,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-25,1250.1,Metric Tonnes,1323.7,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-26,1042.07,Metric Tonnes,1369.53,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-27,1154.41,Metric Tonnes,1350.98,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-28,730.48,Metric Tonnes,1549.72,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-29,31.27,Metric Tonnes,1612.89,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-30,1349.5,Metric Tonnes,1274.25,Rs./Quintal
Punjab,Vegetables,Onion,2026-03-31,1350.62,Metric Tonnes,1310.71,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-01,1135.65,Metric Tonnes,1336.8,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-02,826.05,Metric Tonnes,1133.95,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-03,481.3,Metric Tonnes,1262.4,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-04,1196.05,Metric Tonnes,1306.11,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-05,36.28,Metric Tonnes,1567.03,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-06,1139.87,Metric Tonnes,1318.11,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-07,1319.45,Metric Tonnes,1286.78,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-08,1061.24,Metric Tonnes,1357.55,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-09,1182.89,Metric Tonnes,1344.23,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-10,1305.16,Metric Tonnes,1303.15,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-11,1014.46,Metric Tonnes,1328.35,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-12,33.2,Metric Tonnes,1611.63,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-13,1339.09,Metric Tonnes,1274.44,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-14,1548.27,Metric Tonnes,1322.79,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-15,1358.25,Metric Tonnes,1352.79,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-16,1626.53,Metric Tonnes,1311.71,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-17,896.03,Metric Tonnes,1226.0,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-18,1262.21,Metric Tonnes,1284.12,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-19,37.71,Metric Tonnes,1486.32,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-20,1611.59,Metric Tonnes,1286.68,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-21,1322.98,Metric Tonnes,1306.14,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-22,1370.51,Metric Tonnes,1318.08,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-23,1266.08,Metric Tonnes,1300.4,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-24,900.57,Metric Tonnes,1381.1,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-25,924.27,Metric Tonnes,1411.34,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-26,33.08,Metric Tonnes,1543.21,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-27,1285.73,Metric Tonnes,1314.44,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-28,1311.97,Metric Tonnes,1308.41,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-29,1177.75,Metric Tonnes,1318.77,Rs./Quintal
Punjab,Vegetables,Onion,2026-04-30,1113.65,Metric Tonnes,1296.24,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-01,807.82,Metric Tonnes,1462.59,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-02,419.67,Metric Tonnes,1239.54,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-03,46.56,Metric Tonnes,1378.63,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-04,1243.33,Metric Tonnes,1290.0,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-05,793.62,Metric Tonnes,1208.62,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-06,1328.27,Metric Tonnes,1408.82,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-07,2258.79,Metric Tonnes,1187.11,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-08,1366.04,Metric Tonnes,1282.65,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-09,953.92,Metric Tonnes,1472.4,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-10,48.08,Metric Tonnes,1505.37,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-11,1639.25,Metric Tonnes,1332.72,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-12,1628.2,Metric Tonnes,1355.53,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-13,1301.45,Metric Tonnes,1435.09,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-14,1333.75,Metric Tonnes,1437.95,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-15,1311.84,Metric Tonnes,1330.36,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-16,983.89,Metric Tonnes,1523.83,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-17,21.9,Metric Tonnes,1388.58,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-18,926.22,Metric Tonnes,1213.12,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-19,1239.29,Metric Tonnes,1294.3,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-20,945.45,Metric Tonnes,1459.36,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-21,1010.95,Metric Tonnes,1419.48,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-22,890.48,Metric Tonnes,1282.6,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-23,658.89,Metric Tonnes,1421.22,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-24,29.38,Metric Tonnes,1564.58,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-25,1018.39,Metric Tonnes,1306.59,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-26,978.1,Metric Tonnes,1222.86,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-27,1127.97,Metric Tonnes,1335.94,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-28,948.13,Metric Tonnes,1349.47,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-29,720.55,Metric Tonnes,1219.02,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-30,732.85,Metric Tonnes,1398.37,Rs./Quintal
Punjab,Vegetables,Onion,2026-05-31,26.24,Metric Tonnes,1551.73,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-01,1099.87,Metric Tonnes,1318.76,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-02,1302.9,Metric Tonnes,1353.53,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-03,1123.24,Metric Tonnes,1403.54,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-04,767.75,Metric Tonnes,1371.87,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-05,1044.28,Metric Tonnes,1426.13,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-06,3073.13,Metric Tonnes,1725.38,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-07,33.81,Metric Tonnes,1718.66,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-08,1291.82,Metric Tonnes,1583.53,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-09,1438.16,Metric Tonnes,1538.42,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-10,1142.75,Metric Tonnes,1586.32,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-11,1307.89,Metric Tonnes,1576.74,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-12,974.44,Metric Tonnes,1618.86,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-13,1002.95,Metric Tonnes,1737.76,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-14,26.25,Metric Tonnes,1658.25,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-15,997.13,Metric Tonnes,1609.24,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-16,1304.74,Metric Tonnes,1573.79,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-17,1101.78,Metric Tonnes,1563.82,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-18,884.9,Metric Tonnes,1733.03,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-19,1084.91,Metric Tonnes,1632.14,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-20,403.43,Metric Tonnes,1522.91,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-21,30.99,Metric Tonnes,1876.97,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-22,1223.27,Metric Tonnes,1658.3,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-23,1012.48,Metric Tonnes,1612.35,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-24,1070.12,Metric Tonnes,1793.57,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-25,806.32,Metric Tonnes,1879.07,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-26,540.15,Metric Tonnes,1549.04,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-27,502.15,Metric Tonnes,1637.55,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-28,27.91,Metric Tonnes,1874.56,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-29,937.8,Metric Tonnes,1751.37,Rs./Quintal
Punjab,Vegetables,Onion,2026-06-30,1159.13,Metric Tonnes,1880.42,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-01,988.27,Metric Tonnes,1981.87,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-02,940.17,Metric Tonnes,1965.47,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-03,869.76,Metric Tonnes,2063.22,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-04,581.19,Metric Tonnes,1841.33,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-05,39.56,Metric Tonnes,2080.21,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-06,1129.17,Metric Tonnes,1988.67,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-07,1095.91,Metric Tonnes,2029.7,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-08,1211.36,Metric Tonnes,2045.98,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-09,945.2,Metric Tonnes,2179.57,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-10,1010.8,Metric Tonnes,2064.23,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-11,750.35,Metric Tonnes,2215.41,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-12,27.72,Metric Tonnes,2405.1,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-13,1132.47,Metric Tonnes,2080.24,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-14,1353.46,Metric Tonnes,2065.87,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-15,1070.13,Metric Tonnes,2121.06,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-16,1035.46,Metric Tonnes,2170.35,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-17,748.74,Metric Tonnes,1954.79,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-18,842.25,Metric Tonnes,2297.24,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-19,30.2,Metric Tonnes,2167.68,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-20,721.9,Metric Tonnes,1923.43,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-21,1274.38,Metric Tonnes,2127.6,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-22,1232.49,Metric Tonnes,2203.93,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-23,1317.22,Metric Tonnes,2248.55,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-24,918.83,Metric Tonnes,2374.72,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-25,634.19,Metric Tonnes,2312.66,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-26,51.98,Metric Tonnes,2495.61,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-27,1250.87,Metric Tonnes,2212.85,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-28,1269.46,Metric Tonnes,2216.73,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-29,1214.64,Metric Tonnes,2285.56,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-30,1122.35,Metric Tonnes,2198.35,Rs./Quintal
Punjab,Vegetables,Onion,2026-07-31,813.96,Metric Tonnes,2313.28,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-01,852.63,Metric Tonnes,2323.79,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-02,96.29,Metric Tonnes,2289.8,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-03,1302.52,Metric Tonnes,2119.61,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-04,1041.92,Metric Tonnes,2193.99,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-05,1082.9,Metric Tonnes,2226.39,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-06,1127.76,Metric Tonnes,2136.78,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-07,1101.41,Metric Tonnes,2244.61,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-08,754.92,Metric Tonnes,2232.78,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-09,75.86,Metric Tonnes,2682.15,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-10,1242.46,Metric Tonnes,2166.59,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-11,1239.61,Metric Tonnes,2179.6,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-12,1694.52,Metric Tonnes,1863.06,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-13,790.87,Metric Tonnes,2159.61,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-14,884.4,Metric Tonnes,2221.74,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-15,900.14,Metric Tonnes,2335.55,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-16,89.99,Metric Tonnes,2640.94,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-17,1210.91,Metric Tonnes,2408.11,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-18,1441.26,Metric Tonnes,2462.83,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-19,894.09,Metric Tonnes,2812.57,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-20,900.49,Metric Tonnes,2750.02,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-21,1115.26,Metric Tonnes,2732.52,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-22,809.15,Metric Tonnes,2947.99,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-23,179.89,Metric Tonnes,2571.73,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-24,1280.91,Metric Tonnes,3031.39,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-25,1276.52,Metric Tonnes,2996.65,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-26,958.91,Metric Tonnes,3144.22,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-27,764.86,Metric Tonnes,3034.83,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-28,795.54,Metric Tonnes,3155.21,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-29,945.55,Metric Tonnes,3081.86,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-30,71.63,Metric Tonnes,3109.23,Rs./Quintal
Punjab,Vegetables,Onion,2026-08-31,1077.69,Metric Tonnes,3178.49,Rs./Quintal
Punjab,Vegetables,Onion,2026-09-01,1039.31,Metric Tonnes,3661.41,Rs./Quintal
Punjab,Vegetables,Onion,2026-09-02,983.58,Metric Tonnes,3576.83,Rs./Quintal
Punjab,Vegetables,Onion,2026-09-03,963.65,Metric Tonnes,3673.27,Rs./Quintal
Punjab,Vegetables,Onion,2026-09-04,794.44,Metric Tonnes,3773.88,Rs./Quintal
Punjab,Vegetables,Onion,2026-09-05,848.07,Metric Tonnes,3771.99,Rs./Quintal
Punjab,Vegetables,Onion,2026-09-06,88.91,Metric Tonnes,3828.09,Rs./Quintal
Punjab,Vegetables,Onion,2026-09-07,1277.69,Metric Tonnes,3319.07,Rs./Quintal
Punjab,Vegetables,Onion,2026-09-08,925.79,Metric Tonnes,3669.69,Rs./Quintal
Punjab,Vegetables,Onion,2026-09-09,1029.94,Metric Tonnes,3783.8,Rs./Quintal
Punjab,Vegetables,Onion,2026-09-10,1018.23,Metric Tonnes,3798.08,Rs./Quintal
Punjab,Vegetables,Potato,2024-01-01,1487.95,Metric Tonnes,407.44,Rs./Quintal
Punjab,Vegetables,Potato,2024-01-02,1335.19,Metric Tonnes,425.98,Rs./Quintal
